HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
odgovornost	_	odgovornost, jamstvo	0	0	0	0	0	0	0	0	0	0
varanje	liaison	ljubimkanje	0	1	0	0	0	0	0	0	0	0
lažljivac	leugenaar	lažnivec	0	1	0	0	1	0	0	0	0	0
kleveta	smaad, laster, aanklagen, schandaliseren	obrekovanje, obrekovati	0	1	1	0	0	1	0	0	0	1
klevetnički	_	klevetniški	0	0	0	0	0	0	0	0	0	0
liberalan	liberaal	liberalen	1	1	0	0	0	0	0	0	0	0
liberalizam	_	liberalizem	0	0	0	0	0	0	0	0	0	0
osloboditi	bevrijden	osvoboditi	1	0	1	1	0	0	1	0	1	1
oslobođenje	bevrijding	osvoboditev	1	0	0	1	0	0	1	0	1	0
sloboda	vrijheid	svoboda	1	0	0	1	0	0	1	0	1	1
libido	_	libido	0	0	0	0	0	0	0	0	0	0
bibliotekar, knjižničar	_	knjižničar	0	0	0	0	0	0	0	0	0	0
knjižnica, biblioteka	bibliotheek	knjižnica	1	0	0	0	0	0	0	0	0	0
libreto	_	libreto	0	0	0	0	0	0	0	0	0	0
licenca, licencija	_	licenca	0	0	0	0	0	0	0	0	0	0
lišaj	_	lišaj	0	0	0	0	0	0	0	0	0	0
lizati	likken, lik	lizati	0	1	0	0	1	0	0	0	0	0
poklopac, kapak, vjeđa	_	pokrov	0	0	0	0	0	0	0	0	0	0
laž	liggen	laž, lagati	0	1	1	0	1	0	0	1	0	0
gospodar	_	graščak	0	0	0	0	0	0	0	0	0	0
zalog	_	zastavna pravica	0	0	0	0	0	0	0	0	0	0
umjesto	_	namesto	0	0	0	0	0	0	0	0	0	0
poručnik	luitenant	poročnik	0	0	0	0	0	0	0	0	0	1
život	_	življenje	0	0	0	0	0	0	0	0	0	0
životna snaga	levensbloed	življenjska sila	1	0	0	0	0	0	0	0	0	0
čamac za spašavanje	_	rešilni čoln	0	0	0	0	0	0	0	0	0	0
beživotan	levenloos	mrtev	0	1	0	0	0	1	0	1	0	0
realističan	_	realističen	0	0	0	0	0	0	0	0	0	0
cjeloživotan	_	vseživljenjski, dosmrten	0	0	0	0	0	0	0	0	0	0
život, životni vijek	_	življenje, življenjska doba	0	0	0	0	0	0	0	0	0	0
lift, dizalo, podići	_	dvigalo, dvigniti	0	0	0	0	0	0	0	0	0	0
ligament	_	kita, vez	0	0	0	0	0	0	0	0	0	0
podvezivanje	_	podvezovanje	0	0	0	0	0	0	0	0	0	0
svjetlo	_	svetloba, luč	0	0	0	0	0	0	0	0	0	0
osvijetliti	_	osvetliti	0	0	0	0	0	0	0	0	0	0
svjetionik	vuurtoren	svetilnik	1	0	0	0	0	0	0	0	0	0
lakoća	_	svetlost, lahkost	0	0	0	0	0	0	0	0	0	0
munja	bliksem	bliskanje, strela	0	0	1	0	0	1	0	0	1	0
vjerojatnost	_	verjetnost	0	0	0	0	0	0	0	0	0	0
sličnost	_	podobnost	0	0	0	0	0	0	0	0	0	0
također	_	tudi, enak	0	0	0	0	0	0	0	0	0	0
sviđanje	leuk vinden	ugajanje	1	0	0	0	0	0	1	0	0	1
lila	_	lila	0	0	0	0	0	0	0	0	0	0
ljiljan	_	lilija	0	0	0	0	0	0	0	0	0	0
ud	_	ud, okončina	0	0	0	0	0	0	0	0	0	0
limb, čistilište	_	vice, limbo	0	0	0	0	0	0	0	0	0	0
ograničenje, ograničiti	_	meja, omejitev, omejiti	0	0	0	0	0	0	0	0	0	0
ograničenje	_	pomanjkljivost, omejevanje	0	0	0	0	0	0	0	0	0	0
ograničen	beperkt	omejen	0	1	1	0	0	0	0	1	0	0
bezgraničan	_	brezmejen	0	0	0	0	0	0	0	0	0	0
limuzina	_	limuzina	0	0	0	0	0	0	0	0	0	0
šepati	slap	šepati, šepanje	0	1	0	0	0	0	0	0	0	0
vir	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
crta, linija	_	vrst, črta	0	0	0	0	0	0	0	0	0	0
loza, porijeklo, podrijetlo	_	rod, poreklo	0	0	0	0	0	0	0	0	0	0
linearan	_	direkten	0	0	0	0	0	0	0	0	0	0
linearan	_	linearen	0	0	0	0	0	0	0	0	0	0
obložen	_	črtast	0	0	0	0	0	0	0	0	0	0
posteljina, platno	_	perilo, posteljnina	0	0	0	0	0	0	0	0	0	0
brod	_	vložek, podloga	0	0	0	0	0	0	0	0	0	0
linije	lijnen	linije	0	0	0	0	0	1	0	0	0	0
otezati, oklijevati	rondhangen, treuzelen	vztrajati	0	0	0	1	0	0	0	0	0	0
žargon	_	žargon, lingo	0	0	0	0	0	0	0	0	0	0
jezični	_	jezičen	0	0	0	0	0	0	0	0	0	0
lingvist, jezičar, jezikoslovac	linguïst, taalkundige	jezikoslovec	1	0	0	0	0	0	0	0	0	1
lingvistički, jezikoslovan	_	jezikoven	0	0	0	0	0	0	0	0	0	0
lingvistika, jezikoslovlje	_	jezikoslovje	0	0	0	0	0	0	0	0	0	0
oblaganje	_	podloga	0	0	0	0	0	0	0	0	0	0
veza, poveznica	_	povezava, link	0	0	0	0	0	0	0	0	0	0
linoleum	_	linolej	0	0	0	0	0	0	0	0	0	0
mucica	pluis	kosem	0	1	0	0	0	0	0	0	0	0
lav	leeuw	lev	1	0	0	0	0	1	0	0	0	0
usna	_	ustnica	0	0	0	0	0	0	0	0	0	0
ruž	_	šminka	0	0	0	0	0	0	0	0	0	0
rastapanje	_	taljenje, utekočinjenje	0	0	0	0	0	0	0	0	0	0
rastaljen	_	utekočinjen, staljen	0	0	0	0	0	0	0	0	0	0
liker	_	liker	0	0	0	0	0	0	0	0	0	0
tekući, tekućina	_	tekočina	0	0	0	0	0	0	0	0	0	0
srediti, obračunati	_	likvidirati, zapreti, unovčiti	0	0	0	0	0	0	0	0	0	0
obračun	_	likvidacija, poravnava	0	0	0	0	0	0	0	0	0	0
likvidator	_	likvidator	0	0	0	0	0	0	0	0	0	0
likvidnost	_	likvidnost	0	0	0	0	0	0	0	0	0	0
alkoholno piće, alkohol	sterke drank, likeur	liker	0	1	1	0	0	0	1	1	0	0
fufljati	_	sesljanje, sesljati	0	0	0	0	0	0	0	0	0	0
popis	_	seznam	0	0	0	0	0	0	0	0	0	0
slušati	_	poslušati	0	0	0	0	0	0	0	0	0	0
slušalac, slušatelj	_	poslušalec	0	0	0	0	0	0	0	0	0	0
spisak, popis	_	seznam, popis	0	0	0	0	0	0	0	0	0	0
mlitav, ravnodušan, neraspoložen, bezvoljan	lusteloos	brezvoljen	0	1	0	0	0	0	0	1	0	0
litanija	_	litanija	0	0	0	0	0	0	0	0	0	0
doslovno	_	dobeseden	0	0	0	0	0	0	0	0	0	0
literarni, književni	_	literaren	0	0	0	0	0	0	0	0	0	0
književnost	_	literatura, književnost	0	0	0	0	0	0	0	0	0	0
gibak	lenig	gibčen	1	0	0	0	0	0	0	0	0	0
litografija	_	litografirati	0	0	0	0	0	0	0	0	0	0
litografija	_	litografija	0	0	0	0	0	0	0	0	0	0
litologija	_	litologija	0	0	0	0	0	0	0	0	0	0
litosfera	_	litosfera	0	0	0	0	0	0	0	0	0	0
parničar	rechtzoekende	pravdar	0	1	0	0	0	0	0	0	0	0
parničiti se	procederen	tožariti, pravdati se	0	1	1	1	1	1	0	1	0	0
parnica	procesvoering	sodni postopek	0	1	0	0	0	0	0	0	0	0
sporan	betwistbaar, betwist	pravdarski, sporen	0	1	1	0	1	0	0	0	0	0
nosila	nest, rommel, rotzooi	leglo, nosilo	0	1	0	0	0	0	0	0	0	0
primorje, priobalje	_	obalen	0	0	0	0	0	0	0	0	0	0
liturgija	_	liturgija	0	0	0	0	0	0	0	0	0	0
život	_	preživetje	0	0	0	0	0	0	0	0	0	0
livreja	_	livreja, uniforma	0	0	0	0	0	0	0	0	0	0
bijesan	razend, woedend	besen	0	1	1	0	1	0	0	0	0	0
život, živući	_	živeti	0	0	0	0	0	0	0	0	0	0
lama	_	lama	0	0	0	0	0	0	0	0	0	0
opterećenje	_	obremenitev, tovor	0	0	0	0	0	0	0	0	0	0
dangubiti, besposličariti	brood	mečkati, obotavljati	0	1	0	0	0	0	0	0	0	0
besposličar, dangub	leegloper	lenuh	0	1	0	0	0	0	0	0	0	0
ilovača	_	ilovica, glina	0	0	0	0	0	0	0	0	0	0
zajam, pozajmiti, posuditi	_	posojilo	0	0	0	0	0	0	0	0	0	0
nesklon, protivan	afkerig, ongenegen	nerad, nenakolonjen	0	1	1	0	0	0	0	0	0	0
mrziti, prezirati	verafschuwen	sovražiti	0	1	1	0	1	0	0	0	0	0
gađenje	walging	gnušenje	0	1	0	0	1	0	0	0	0	0
odvratan, ogavan	walgelijk	ogaben	0	1	1	0	1	0	0	0	0	0
lobi, predvorje, predsoblje, aula	_	avla, veža, lobi	0	0	0	0	0	0	0	0	0	0
lobist	lobbyist	lobist	0	1	0	0	0	0	0	0	0	0
režanj	_	reženj	0	0	0	0	0	0	0	0	0	0
lokalan	_	lokalen	0	0	0	0	0	0	0	0	0	0
scena	_	prizorišče	0	0	0	0	0	0	0	0	0	0
mjesto, lokalitet, okolica	_	okolica, predel	0	0	0	0	0	0	0	0	0	0
lokalizacija	_	lokalizacija	0	0	0	0	0	0	0	0	0	0
lokalizirati	lokaliseren	lokalizirati	0	0	0	1	0	0	0	0	0	0
pronaći, locirati	_	najti, odkriti	0	0	0	0	0	0	0	0	0	0
mjesto, lokacija	_	lokacija	0	0	0	0	0	0	0	0	0	0
jezero	_	jezero, fjord	0	0	0	0	0	0	0	0	0	0
zaključati, brava	_	zakleniti, zaklepati	0	0	0	0	0	0	0	0	0	0
ormarić	_	omarica	0	0	0	0	0	0	0	0	0	0
bravar	_	ključavničar	0	0	0	0	0	0	0	0	0	0
zatvor	opsluiting, afsluiting, vergrendeling	zapor	0	1	0	0	0	1	0	1	0	0
kretanje	_	gibanje, premikanje	0	0	0	0	0	0	0	0	0	0
lokomotiva	_	lokomotiva	0	0	0	0	0	0	0	0	0	0
skakavac	sprinkhaan	kobilica	0	1	0	0	0	1	0	0	0	0
loža	_	hišica, koča	0	0	0	0	0	0	0	0	0	0
stanar	_	podnajemnik	0	0	0	0	0	0	0	0	0	0
smještaj	logeren, onderdak geven, verblijven, accommodatie, verblijfplaats, huisvesting, onderkomen, onderdak	nastanitev	0	0	0	0	0	0	0	0	0	1
potkrovlje, tavan	_	loft, mansarda	0	0	0	0	0	0	0	0	0	0
uzvišen	verheven	nadut, ošaben	0	1	0	0	0	0	0	0	0	0
klada, bilježiti, dnevnik	_	hlod, beležiti	0	0	0	0	0	0	0	0	0	0
logaritam	_	logaritem	0	0	0	0	0	0	0	0	0	0
logaritamski	_	logaritmičen	0	0	0	0	0	0	0	0	0	0
logika	_	logika	0	0	0	0	0	0	0	0	0	0
logičan	logisch	logičen	1	0	0	0	0	0	0	0	0	0
logistika	_	logistika	0	0	0	0	0	0	0	0	0	0
logotip	_	logotip	0	0	0	0	0	0	0	0	0	0
butine, slabine, bedra	_	ledja	0	0	0	0	0	0	0	0	0	0
lizalica	_	lizika	0	0	0	0	0	0	0	0	0	0
jedini	eenzaam	sam, edini	0	0	0	0	0	0	0	1	0	0
usamljenost	eenzaamheid	osamljenost, samota	0	1	0	0	0	1	0	1	0	0
usamljen	eenzaam	osamljen	0	1	1	0	1	1	0	1	0	0
usamljen, osamljen	eenzaam	samoten	0	1	0	0	0	0	0	1	0	0
dug, dugačak	lang	dolg	0	0	0	1	0	0	0	0	0	0
dugovječnost	lange levensduur, levensduur	dolgoživost	1	0	0	0	0	0	0	0	0	0
čežnja	verlangen	hrepenenje	0	0	0	1	0	0	0	1	0	0
dužina	_	dolžina	0	0	0	0	0	0	0	0	0	0
uzdužni	_	vzdolžen	0	0	0	0	0	0	0	0	0	0
uzdužno	_	longitudinalen	0	0	0	0	0	0	0	0	0	0
WC, zahod	toilet	vece, stranišče	0	1	0	0	1	0	0	0	0	0
vidikovac, osmatračnica	_	opazovalnica, stražar	0	0	0	0	0	0	0	0	0	0
prijetiti	drijgen, overhellen	grozizi, pretiti	0	1	0	1	0	1	0	0	0	0
naziranje	_	grožnja	0	0	0	0	0	0	0	0	0	0
luđak	gek, idioot, gestoord	brezdelen	0	1	0	0	1	0	0	0	0	0
šašav, luđak	gek, idioot, gestoord	norec, čudak	0	1	0	0	0	0	0	0	0	0
petlja	_	zanka, pentlja	0	0	0	0	0	0	0	0	0	0
rupa	_	luknja, vrzel	0	0	0	0	0	0	0	0	0	0
odriješiti	_	popustiti	0	0	0	0	0	0	0	0	0	0
popuštanje	_	sproščanje	0	0	0	0	0	0	0	0	0	0
pljačka, pljačkati, harati, orobiti	buit	plen, ropanje	0	1	0	0	0	0	0	0	0	0
visiti	_	viseti, obrezek	0	0	0	0	0	0	0	0	0	0
naheren, nesimetričan	_	poševen, kriv	0	0	0	0	0	0	0	0	0	0
gospodar	heer	gospod	1	1	0	0	1	0	0	0	0	1
gospodari	_	gospod	0	0	0	0	0	0	0	0	0	0
gospodstvo	heerschappij	oblast	1	0	0	0	0	0	0	0	0	0
znanje	_	izročilo	0	0	0	0	0	0	0	0	0	0
kamion	_	tovornjak	0	0	0	0	0	0	0	0	0	0
izgubiti	verliezen	izgubiti	0	1	1	0	1	1	0	1	1	0
gubljenje	verliezen	poražen, izgubljanje	0	1	1	0	0	0	0	1	0	0
gubitak	verlies	izguba	0	1	1	0	0	1	0	1	0	0
izgubljen	verloren	izgubljen	0	1	0	0	0	0	0	1	0	0
parcela	_	veliko, skupina	0	0	0	0	0	0	0	0	0	0
losion	_	losjon	0	0	0	0	0	0	0	0	0	0
mnogo	_	ogromen	0	0	0	0	0	0	0	0	0	0
lutrija	loterij	loterija	0	0	0	1	0	0	0	0	0	0
loto	_	loto	0	0	0	0	0	0	0	0	0	0
glasan	_	glasen	0	0	0	0	0	0	0	0	0	0
glasno	_	hrupen, vsiljiv	0	0	0	0	0	0	0	0	0	0
glasnost	loudness	glasnost	0	1	1	0	0	0	0	0	0	0
odmarati	salon	lenarjenje	0	1	0	0	0	0	0	0	0	0
uš	luis	uš	0	1	0	0	1	0	0	0	0	0
simpatičan	lief, liefelijk	ljubek	1	0	0	0	0	0	1	0	0	1
ljubav	liefde, liefhebben, graag zien	ljubezen	1	0	0	0	0	0	1	0	0	0
lijep, drag	heerlijk	lep, ljubek	1	0	0	1	0	0	1	1	1	1
vođenje ljubavi	vrijen, vrijpartij	ljubljenje	1	0	0	0	0	0	1	0	0	1
ljubitelj	minnaar	ljubimec	1	0	0	1	0	0	1	0	0	1
pun ljubavi	liefhebbend	ljubeč	1	0	0	0	0	0	1	0	0	1
srozati, inferioran, slabiti	lager, laten zakken	nižji	0	1	0	0	0	0	0	1	0	0
namršten, namrgođen	neerlaten	nižanje	0	1	0	0	0	0	0	0	0	0
najslabiji	laagste	najnižji, zadnji	0	1	0	0	0	0	0	1	0	0
nizina	Nederland, de lage landen	nižina	0	1	0	0	0	0	0	0	0	0
ponizan	nederig	skromen, podrejen	0	1	0	0	0	0	0	1	0	0
odan	loyaal	zvest	1	0	0	0	0	1	1	0	1	1
odanost	loyaliteit	zvestoba	1	0	0	0	0	0	0	0	0	1
podmazati	_	mazati	0	0	0	0	0	0	0	0	0	0
podmazivanje	_	mazanje	0	0	0	0	0	0	0	0	0	0
sreća	geluk	sreča	1	0	0	1	0	0	1	0	1	0
sretan	Lucky	srečen	1	0	0	0	0	0	1	0	1	0
lud, glup	belachelijk	nor, neumen	0	1	0	0	0	0	0	0	0	0
potezanje	_	držalo	0	0	0	0	0	0	0	0	0	0
prtljaga	_	prtljaga	0	0	0	0	0	0	0	0	0	0
zatišje	wiegen	zatišje	0	0	0	1	0	0	0	0	0	0
uspavanka	_	uspavanka	0	0	0	0	0	0	0	0	0	0
slabinski, lumbalni	_	ledven	0	0	0	0	0	0	0	0	0	0
klada	_	ropotati, les	0	0	0	0	0	0	0	0	0	0
nespretan	houthakken	nespreten, težek	0	1	0	0	0	0	0	0	0	0
svjetlucav	_	luminiscenčen	0	0	0	0	0	0	0	0	0	0
svjetlosni	_	bleščeč, žareč	0	0	0	0	0	0	0	0	0	0
čvoruga, kvržica	brok	neumnež	0	1	0	0	0	0	0	0	0	0
grudičast	klonterige	grudičast	0	1	0	0	1	0	0	0	0	0
ludilo	krankzinnigheid, waanzin	blaznost	0	1	1	0	1	1	0	1	0	0
lunaran	_	lunaren	0	0	0	0	0	0	0	0	0	0
luđak	gek	blaznež, nor	0	1	1	0	1	1	0	0	0	0
ručak	_	kosilo	0	0	0	0	0	0	0	0	0	0
ručak, objed	_	kosilo	0	0	0	0	0	0	0	0	0	0
zamah	uitvallen	planiti	0	0	0	0	0	0	0	0	1	0
pluća	_	pljuča	0	0	0	0	0	0	0	0	0	0
teturati, posrnuti, zateturati	slingeren	opotekati se	0	1	0	0	0	0	0	0	0	0
namamiti	lokken	premamiti, zapeljati, zvabiti	0	1	0	0	0	0	0	0	0	0
jeziv	luguber, huiveringwekkend	umazan	0	1	0	0	1	0	0	0	0	0
vrebati	op de loer liggen	prežati	0	1	0	0	0	0	0	0	0	0
vrebanje	loeren	prežeč, prežanje	0	1	0	0	0	0	0	0	0	0
slastan, ukusan	heerlijk, verleidelijk, bombastisch, goddelijk	slasten, opojen	1	0	0	1	0	0	1	0	0	0
pijanica, pijandura	weelderig	pijandura	0	1	0	0	1	0	0	1	0	0
požuda	lust	poželenje, sla	0	1	0	1	0	0	0	0	0	0
sjaj	glans	sijaj	1	0	0	0	0	0	1	0	0	0
požudan	wellustig	poželjiv	0	1	0	0	0	0	0	0	0	0
sjajan, blistav	glanzend	bleščeč	1	0	0	0	0	0	0	0	0	0
pohotan	wellustig	poželjiv	0	0	0	0	1	0	0	0	0	0
lutnja	_	lutnja	0	0	0	0	0	0	0	0	0	0
bujan, raskošan	weelderig	razkošen	1	0	0	0	0	0	0	0	0	0
luksuzan, raskošan	luxueus	razkošen	1	0	0	0	0	0	1	0	0	0
luksuz, raskoš	luxe	razkošje	1	0	0	0	0	0	1	0	0	0
laganje	aan het liegen	laganje, lažeč	0	1	1	0	1	0	0	0	0	0
limfa	_	limfa	0	0	0	0	0	0	0	0	0	0
limfni	_	limfen	0	0	0	0	0	0	0	0	0	0
linčovati	lynchen	linčati	0	1	1	0	1	1	0	1	0	0
ris	_	ris	0	0	0	0	0	0	0	0	0	0
lira	lier	lira	1	0	0	0	0	0	1	0	0	0
lirika	_	lirika	0	0	0	0	0	0	0	0	0	0
lirski	lyrisch	lirski	1	0	0	0	0	0	1	0	0	0
buzdovan	strijdknots, knots	žezlo, kij	0	1	0	0	0	1	0	0	0	0
mašina, stroj	machine	stroj	0	0	0	0	0	0	0	0	0	1
stroj, mašinerija	_	stroj	0	0	0	0	0	0	0	0	0	0
strojar, mehaničar	_	strojnik	0	0	0	0	0	0	0	0	0	0
skuša	_	skuša	0	0	0	0	0	0	0	0	0	0
lud, ljut, bijesan	boos, gek, furieus	zmešan, jezen	0	1	1	0	1	1	0	1	0	0
gospođa	_	gospa	0	0	0	0	0	0	0	0	0	0
madam	_	madam	0	0	0	0	0	0	0	0	0	0
zaluditi, razjariti, pobjesniti	gek maken	jeziti	0	1	1	0	0	1	0	0	0	0
luđak	gek	norec, blaznež	0	1	1	0	0	1	0	0	0	0
ludilo	krankzinnigheid	norost	0	1	1	0	0	1	0	0	0	0
mafija	maffia	mafija	0	1	0	0	0	1	0	0	0	0
časopis	_	revija, skladišče	0	0	0	0	0	0	0	0	0	0
mag	tovenaar	mag, svečenik, vedež	0	0	0	0	0	1	0	0	0	0
magenta	_	magenta	0	0	0	0	0	0	0	0	0	0
crv	made	ličinka, črv	0	1	0	0	1	0	0	0	0	0
magija	_	magija, čarovništvo, čarovnija	0	0	0	0	0	0	0	0	0	0
čaroban	magisch	čaroben	1	0	0	1	0	0	1	0	1	0
mađioničar	goochelaar	čarovnik	0	0	0	0	0	0	0	0	1	0
sudac	_	sodnik	0	0	0	0	0	0	0	0	0	0
magma	_	magma	0	0	0	0	0	0	0	0	0	0
magnat	_	magnat, mogotec	0	0	0	0	0	0	0	0	0	0
magnet	magneet	magnet	1	0	0	0	0	0	0	0	0	1
magnetizam	magnetisme	magnetizem	1	0	0	0	0	0	0	0	0	0
magnetit	magnetiet	magnetit	1	0	0	0	0	0	0	0	0	0
veličanstvenost	pracht	veličastnost	1	0	0	1	0	0	1	0	0	1
veličanstven	prachtig	veličasten	1	0	0	1	0	0	1	0	1	1
povećalo	_	povečevalen, povečevalnik	0	0	0	0	0	0	0	0	0	0
povećati	_	povečati	0	0	0	0	0	0	0	0	0	0
veličina	_	velikost, jakost	0	0	0	0	0	0	0	0	0	0
svraka	_	sraka	0	0	0	0	0	0	0	0	0	0
sluškinja	_	služkinja, služkinja	0	0	0	0	0	0	0	0	0	0
djeva	meisje	devica, dekle	1	0	0	0	0	0	0	0	0	0
pošta	post, mailen	pošta	0	0	0	1	0	0	0	0	0	0
glavni	hoofd-	glaven	1	0	0	0	0	0	0	0	0	0
kopno	_	kopno	0	0	0	0	0	0	0	0	0	0
uporište	steunpilaar	temelj	1	0	0	0	0	0	0	0	0	1
održavanje	onderhoud	vzdrževanje	0	0	0	0	0	0	0	0	0	1
veličanstven, uzvišen	majestueus	mogočen	1	0	0	1	0	0	1	0	1	1
veličanstvo	majesteit	veličanstvo	1	0	0	0	0	0	0	0	0	1
glavni	groot, belangrijk, major, burgemeester	čin	1	0	0	0	0	0	0	0	0	0
većina	meerderheid	večina	1	0	0	0	0	0	1	0	0	1
napraviti, izrada, izraditi	_	narediti	0	0	0	0	0	0	0	0	0	0
tvorac	_	ustvarjalec	0	0	0	0	0	0	0	0	0	0
improviziran, provizorni	noodoplossing	začasen, zasilen	0	1	0	0	0	0	0	0	0	0
šminka	_	ličila, narava, značaj	0	0	0	0	0	0	0	0	0	0
bolest, oboljenje	ziekte	tegoba	0	1	0	0	0	0	0	0	0	0
slabost	malaise	neugodje	0	1	0	0	0	0	0	1	0	0
malarija	malaria	malarija	0	1	0	0	1	1	0	1	0	0
muški	_	moški	0	0	0	0	0	0	0	0	0	0
zlonamjeran, zloban, pakostan, podmukao, maliciozan	kwaadwillig	zlonameren	0	1	1	0	1	1	0	1	0	0
malverzacija, zlodjelo	misdrijf	zloraba	0	1	0	0	1	0	0	0	0	0
malformacija, deformacija	misvorming	deformacija	0	1	0	0	0	0	0	0	0	0
zloba	kwaadaardigheid	zloba	0	1	1	0	0	1	0	0	0	0
zlonamjeran	kwaadaardig	škodoželjen	0	1	1	0	1	1	0	1	0	0
maligan, zloćudan	kwaadaardig	usoden, zlovešč	0	1	1	0	1	0	0	0	0	0
malignost, zloćudnost	kwaadaardigheid	malignost, pogubnost	0	1	0	0	0	1	0	1	0	0
zloćudan	kwaadaardig	maligen, zločest	0	1	1	0	0	1	0	0	0	0
trgovački centar	_	nakupovalni center, nakupovalno središče	0	0	0	0	0	0	0	0	0	0
rastezljiv, savitljiv	_	koven, gnetljiv	0	0	0	0	0	0	0	0	0	0
malj	_	kladivo, palica	0	0	0	0	0	0	0	0	0	0
zloupotreba, zlouporaba	wangedrag	malomarnost, napaka	0	1	1	0	0	0	0	0	0	0
mama	mamma	mama, mati	0	0	0	0	0	0	0	0	0	1
sisavac	_	sesalec	0	0	0	0	0	0	0	0	0	0
mamut	_	mamut	0	0	0	0	0	0	0	0	0	0
čovjek, muškarac	_	človek	0	0	0	0	0	0	0	0	0	0
upravljati	beheren, organiseren	upravljati	1	0	0	0	0	0	0	0	0	1
upravljanje, vodstvo	beheer, organisatie	vodstvo	1	0	0	0	0	0	0	0	0	1
menadžer, upravitelj	_	manager	0	0	0	0	0	0	0	0	0	0
mandamus	mandamus	NO TRANSLATION	0	1	0	0	0	1	0	0	0	0
mandarina	mandarijn	mandarina	1	0	0	0	0	0	0	0	0	1
mandat	_	mandat	0	0	0	0	0	0	0	0	0	0
vilica, čeljust	_	čeljust	0	0	0	0	0	0	0	0	0	0
mandolina	_	mandolin	0	0	0	0	0	0	0	0	0	0
vreteno	_	dročnik	0	0	0	0	0	0	0	0	0	0
griva	_	griva	0	0	0	0	0	0	0	0	0	0
manevar, manevrirati	_	manever	0	0	0	0	0	0	0	0	0	0
manevriranje	_	manevrski	0	0	0	0	0	0	0	0	0	0
šuga	schurft	garje	0	1	0	0	1	1	0	0	0	0
jasle	_	korito, jasli	0	0	0	0	0	0	0	0	0	0
sakatiti, osakatiti, unakaziti, izmlatiti	mangel	iznakaziti, maličiti	0	1	1	0	1	1	0	1	0	0
mango	_	mango	0	0	0	0	0	0	0	0	0	0
mangostin	_	mangosten	0	0	0	0	0	0	0	0	0	0
muškost	mannelijkheid	moškost	1	0	0	0	0	0	0	0	0	0
manija	waanzin	manija	0	1	0	0	0	0	0	0	0	0
manijak	maniac	manijak	0	1	1	0	0	1	0	0	0	0
manijakalan	waanzinnig	fanatičen	0	1	0	0	0	0	0	0	0	0
manikura	_	manikira	0	0	0	0	0	0	0	0	0	0
manifestirati	_	manifest, kazati	0	0	0	0	0	0	0	0	0	0
manifestacija	manifestatie	manifestacija	0	0	0	0	0	1	0	0	0	0
dokazan	gemanifesteerd	pokazan	1	0	0	0	0	0	0	0	0	0
očigledno	_	očiten	0	0	0	0	0	0	0	0	0	0
manifest	_	program	0	0	0	0	0	0	0	0	0	0
mnogostruk, mnogobrojan	_	raznolik, zbiralnik	0	0	0	0	0	0	0	0	0	0
manipulirati	manipuleren	manipulirati	0	1	0	0	0	0	0	0	0	0
manipulacija	manipulatie	manipulacija	0	1	1	0	0	1	0	0	0	0
čovječanstvo	_	človeštvo	0	0	0	0	0	0	0	0	0	0
muževan	mannelijk	moški	1	0	0	0	0	0	0	0	0	0
mana	manna	mana	1	0	0	0	0	0	0	0	0	0
držanje	_	način, vedenje	0	0	0	0	0	0	0	0	0	0
pristojan	gemanierd	vzgojen	1	0	0	0	0	0	0	0	0	0
manire, bonton	manieren	vedenje	1	0	0	0	0	0	0	0	0	0
imanje	_	dvorec	0	0	0	0	0	0	0	0	0	0
dvorac, vila	_	graščina	0	0	0	0	0	0	0	0	0	0
ubojstvo	doodslag	umor	0	1	1	0	1	1	0	1	1	0
plašt	_	plašč	0	0	0	0	0	0	0	0	0	0
priručnik, ručni	handboek	priročnik	0	0	0	0	0	0	0	0	0	1
proizvodnja	_	izdelati, proizvodnja, izdelava	0	0	0	0	0	0	0	0	0	0
proizvođač	fabrikant	proizvajalec	1	0	0	0	0	0	0	0	0	0
gnoj, đubre	mest, compost	gnoj	0	1	0	0	1	0	0	0	0	0
rukopis	_	rokopis	0	0	0	0	0	0	0	0	0	0
karta, zemljovid	_	zemljevid	0	0	0	0	0	0	0	0	0	0
pokvariti, kvariti	bederven, verspillen	kvariti	0	1	0	0	0	0	0	0	0	0
mramor	_	marmor	0	0	0	0	0	0	0	0	0	0
mramoriran	_	marmoren	0	0	0	0	0	0	0	0	0	0
špekule	_	frnikola	0	0	0	0	0	0	0	0	0	0
povorka	maart	povorka	1	0	0	0	0	0	0	0	0	0
kobila	_	kobila, oslica	0	0	0	0	0	0	0	0	0	0
margina	marge	prednost	0	1	0	0	0	0	0	1	0	0
marginalan, rubni	_	obroben	0	0	0	0	0	0	0	0	0	0
marihuana	_	marihuana	0	0	0	0	0	0	0	0	0	0
morski, pomorski	marinier	morski	0	0	0	0	0	0	0	0	0	1
mornar, pomorac, moreplovac	_	mornar, pomorščak	0	0	0	0	0	0	0	0	0	0
pomorski	_	pomorski	0	0	0	0	0	0	0	0	0	0
oznaka, označiti	_	označiti, oznaka	0	0	0	0	0	0	0	0	0	0
istaknut	gemarkeerd	razločen	1	0	0	0	0	0	0	0	0	0
tržište, tržnica	_	trg	0	0	0	0	0	0	0	0	0	0
